	Chrom	Gene	Strand	Start	End	Positions
4827	chr7	RBM28	-	128297684	128310931	[128310395, 128304156, 128304346, 128310720, 128306805]
4828	chr7	GARIN1A	+	128682963	128687877	[128687863]
4829	chr7	KBTBD2	-	32868171	32870880	[32870669, 32868186, 32868304, 32869130]
4830	chr7	CDK5	-	151053814	151054095	[151053816]
4831	chr7	BMT2	-	112819146	112822373	[112819149]
4832	chr7	HSPB1	+	76303983	76304292	[76304291]
4833	chr7	HERPUD2	-	35632658	35633851	[35633100, 35632666, 35633228, 35632791]
4834	chr7	VKORC1L1	+	65954073	65959558	[65958539, 65957840, 65954434, 65959407, 65954541, 65954701, 65956453]
4835	chr7	SLC25A13	-	96120219	96121377	[96120248, 96120710]
4836	chr7	RBM48	+	92536850	92540481	[92537480]
4837	chr7	UMAD1	+	7877280	7879223	[7879219]
4838	chr7	NDUFA5	-	123536996	123542220	[123541030, 123541482, 123541952, 123541245]
4839	chr7	PMPCB	+	103312206	103314686	[103312410, 103312644, 103313042]
4840	chr7	RBM33	+	155774992	155781480	[155781475, 155777837, 155777653]
4841	chr7	NUDT1	+	2250641	2251145	[2251144]
4842	chr7	CCZ1	+	5925631	5926550	[5925967]
4843	chr7	GALNT11	+	152121517	152122340	[152122173, 152122337]
4844	chr7	VPS41	-	38722973	38726326	[38725712, 38723005, 38725562, 38725932]
4845	chr7	DMTF1	+	87195030	87196325	[87196324, 87196065]
4846	chr7	INTS15	+	6607959	6608726	[6608725, 6608598, 6608420]
4847	chr7	DLD	+	107919193	107921198	[107919971, 107919726, 107919471, 107921126]
4848	chr7	CASD1	+	94555491	94557019	[94556985, 94556839]
4849	chr7	VPS37D	+	73671013	73672110	[73672108]
4850	chr7	GRB10	-	50590067	50593098	[50590096]
4851	chr7	PAXIP1	-	154943689	154944164	[154943703, 154943970]
4852	chr7	BAZ1B	-	73440405	73442553	[73440412, 73441560]
4853	chr7	ZSCAN21	+	100063787	100065040	[100064585]
4854	chr7	EGFR	+	55205255	55211628	[55205911, 55208078, 55207335, 55211622, 55210038, 55210151, 55209832, 55211418]
4855	chr7	INTS1	-	1470276	1470692	[1470288, 1470510]
4856	chr7	SRI	-	88205114	88206504	[88206299, 88205131, 88206446]
4857	chr7	SRI	-	88208194	88208565	[88208507]
4858	chr7	MPLKIP	-	40126026	40133259	[40132752, 40133097, 40126032]
4859	chr7	GNAI1	+	80217302	80226181	[80219397, 80219125, 80217993, 80218198]
4860	chr7	GNG11	+	93926090	93928610	[93926511]
4861	chr7	GSDME	-	24698354	24699259	[24698368, 24698492, 24698697]
4862	chr7	ZNRF2	+	30362376	30367689	[30367203, 30367657, 30366494]
4863	chr7	CALD1	+	134968339	134970729	[134969050, 134969145, 134968869, 134970707]
4864	chr7	ZFAND2A	-	1148849	1152344	[1148931]
4865	chr7	ZFAND2A	-	1152906	1153224	[1152947]
4866	chr7	LSM8	+	118191911	118204035	[118192069, 118192227, 118192745, 118194342, 118195598]
4867	chr7	ABHD11	-	73736093	73736691	[73736411, 73736105]
4868	chr7	SLC4A2	+	151076286	151076527	[151076416]
4869	chr7	LAMTOR4	+	100153849	100154203	[100154200]
4870	chr7	FBXL18	-	5475796	5481931	[5475800, 5476692, 5476967, 5476106, 5480575]
4871	chr7	ERV3-1	-	64990355	64993414	[64990917]
4872	chr7	CPSF4	+	99456431	99457373	[99457218, 99457371, 99456890]
4873	chr7	TRAPPC14	-	100154422	100155164	[100154503]
4874	chr7	ZNF107	+	64706323	64711577	[64710971]
4875	chr7	AHCYL2	+	129427038	129430211	[129430068]
4876	chr7	RADIL	-	4797054	4799483	[4799106]
4877	chr7	TPST1	+	66356824	66360443	[66360438]
4878	chr7	KLF14	-	130730696	130734207	[130732574]
4879	chr7	CYREN	-	135165784	135167807	[135165801]
4880	chr7	GTPBP10	+	90384891	90391453	[90385169]
4881	chr7	DDX56	-	44565803	44566079	[44565804]
4882	chr7	FSCN1	+	5605271	5606655	[5606647]
4883	chr7	POLR1F	-	19695460	19698727	[19698362, 19695480, 19696807]
4884	chr7	SEM1	-	96688761	96688966	[96688919, 96688764]
4885	chr7	INHBA	-	41685113	41690542	[41689533, 41685123, 41685289, 41688506, 41687712, 41687572]
4886	chr7	COG5	-	107201371	107203630	[107202339, 107202200, 107202571, 107203330]
4887	chr7	CNPY4	+	100124724	100125508	[100125503]
4888	chr7	PEG10	+	94663333	94669695	[94669688, 94669508, 94668742, 94668600, 94668295, 94664354, 94664119]
4889	chr7	CCDC126	+	23642930	23644708	[23644701]
4890	chr7	TSPAN13	+	16783416	16784536	[16784510, 16784314]
4891	chr7	CREB5	+	28819115	28825894	[28819980, 28821298]
4892	chr7	ATP5MF	-	99458194	99458355	[99458194]
4893	chr7	ZNF212	+	149253558	149255606	[149255605]
4894	chr7	ZMIZ2	+	44767515	44769881	[44768662, 44769851]
4895	chr7	NOM1	+	156969528	156973176	[156970301, 156973172, 156969815]
4896	chr7	SEC61G	-	54752252	54752420	[54752253]
4897	chr7	ZNF680	-	64519877	64522500	[64519982]
4898	chr7	ZNF680	-	64524655	64526517	[64524655]
4899	chr7	MINDY4	+	30891956	30892387	[30892370]
4900	chr7	NUDCD3	-	44379118	44386121	[44383589, 44383985]
4901	chr7	BHLHA15	+	98212255	98215457	[98215384]
4902	chr7	WASL	-	123681942	123684580	[123681957]
4903	chr7	ZNF117	-	64971771	64979536	[64975327, 64974588]
4904	chr7	DYNC2I1	+	158945580	158946189	[158946160]
4905	chr7	GNA12	-	2728104	2731750	[2728116, 2729851, 2728562, 2729951, 2728380]
4906	chr7	AVL9	+	32583791	32588726	[32584165, 32586153, 32588670, 32588482]
4907	chr7	CLDN15	-	101232093	101232515	[101232098]
4908	chr7	STEAP2	+	90232336	90237683	[90235618]
4909	chr7	ZNF736	+	64348089	64356634	[64354656, 64354801]
4910	chr7	RBAK	+	5063694	5069487	[5069195, 5069458]
4911	chr7	TMEM60	-	77793727	77794423	[77793734]
4912	chr7	ST7	+	117222860	117223907	[117223873]
4913	chr7	ST7	+	117229761	117230176	[117230073]
4914	chr7	PDE1C	-	31751178	31753553	[31751312, 31751196, 31753067]
4915	chr7	PDE1C	-	31783509	31790259	[31783527, 31786303, 31788145, 31788407, 31788504]
4916	chr7	HIBADH	-	27525441	27526372	[27525445, 27525545]
4917	chr7	OGDH	+	44707878	44709066	[44709050]
4918	chr7	SRRT	+	100888473	100888664	[100888663]
4919	chr7	DNAJB9	+	108572898	108574850	[108574760, 108574200, 108574338]
4920	chr7	RASA4B	-	102479975	102483713	[102480487]
4921	chr7	MEPCE	+	100433501	100434118	[100434085]
4922	chr7	ORAI2	+	102446512	102456825	[102448710, 102451188, 102451599, 102449689, 102450143, 102451470, 102448557]
4923	chr7	ANKIB1	+	92398211	92401383	[92401367, 92399168, 92399338, 92401188, 92399057, 92400972]
4924	chr7	CASP2	+	143294279	143307696	[143296713, 143307679, 143306578, 143307493]
4925	chr7	SLC37A3	-	140333751	140335504	[140333790, 140333965]
4926	chr7	ANLN	+	36452476	36453791	[36453770, 36453666, 36453391]
4927	chr7	MAD1L1	-	1815794	1816228	[1815823]
4928	chr7	SP4	+	21511021	21514822	[21514526, 21514760]
4929	chr7	MAFK	+	1539940	1543043	[1542798, 1543040]
4930	chr7	MATCAP2	-	36324151	36326918	[36324167]
4931	chr7	CASTOR2	+	75024633	75031528	[75031519]
4932	chr7	PTPN12	+	77639218	77640069	[77640067, 77639919]
4933	chr7	XRCC2	-	152644775	152649363	[152645604, 152646516, 152645278]
4934	chr7	TRRAP	+	99012070	99013241	[99013128, 99013219, 99012939]
4935	chr7	SMKR1	+	129512246	129512918	[129512872]
4936	chr7	CYP51A1	-	92112152	92113843	[92113335, 92112153]
4937	chr7	TMEM184A	-	1542234	1547181	[1542810, 1542708]
4938	chr7	RASA4	-	102579645	102582892	[102579651]
4939	chr7	ZNF316	+	6652302	6658279	[6656421]
4940	chr7	ZC3HC1	-	130018285	130018732	[130018288, 130018424]
4941	chr7	SAGSIN1	-	6329410	6331235	[6329414]
4942	chr7	CCM2	+	45075776	45076470	[45076331, 45076459]
4943	chr7	DBF4	+	87907187	87909553	[87908331]
4944	chr7	GAL3ST4	-	100159243	100160959	[100159276]
4945	chr7	DBNL	+	44060776	44069456	[44061714, 44069247]
4946	chr7	NFE2L3	+	26184532	26187137	[26186273]
4947	chr7	IGF2BP3	-	23310208	23312460	[23310217, 23310831, 23311348, 23310922, 23311115]
4948	chr7	RNF216	-	5620046	5623179	[5620051, 5622668, 5621188]
4949	chr7	AIMP2	+	6023302	6023834	[6023833, 6023563]
4950	chr7	KLHDC10	+	130130536	130135705	[130135094, 130134871, 130135656, 130130886]
4951	chr7	SAMD9	-	93099517	93106105	[93099739]
4952	chr7	COA1	-	43639256	43639681	[43639267, 43639400]
4953	chr7	HUS1	-	47963287	47965438	[47965166, 47963354]
4954	chr7	CHCHD2	-	56101572	56101861	[56101572, 56101786]
4955	chr7	OSBPL3	-	24796536	24800279	[24798976, 24799959, 24800192, 24796557]
4956	chr7	AGK	+	141652786	141655244	[141653909, 141653799, 141654083]
4957	chr7	TOMM7	-	22812973	22813185	[22812978]
4958	chr7	HBP1	+	107201413	107202522	[107202519, 107202328]
4959	chr7	FAM220A	-	6329410	6331235	[6329414]
4960	chr7	BCL7B	-	73536355	73537390	[73536356]
4961	chr7	MRPS24	-	43866557	43866982	[43866557]
4962	chr7	POR	+	75986336	75986855	[75986853, 75986644]
4963	chr7	NAT16	-	101170495	101172651	[101170499]
4964	chr7	FZD9	+	73433777	73436120	[73436110]
4965	chr7	KDELR2	-	6461088	6463175	[6461088, 6462016, 6462682, 6461721, 6461417]
4966	chr7	ARPC1B	+	99394450	99394816	[99394802]
4967	chr7	CEP41	-	130393770	130399039	[130396557, 130397524, 130396723, 130394331]
4968	chr7	RP9	-	33094796	33095432	[33095303, 33094826]
4969	chr7	ABCB8	+	151045208	151047782	[151045500]
4970	chr7	MALSU1	+	23309355	23311729	[23311320, 23309564, 23310921, 23310571, 23311503]
4971	chr7	DAGLB	-	6409128	6410035	[6409135, 6409278]
4972	chr7	ATP6V0E2	+	149878677	149880695	[149880694]
4973	chr7	GSTK1	+	143268787	143269115	[143269112, 143268876]
4974	chr7	COPG2	-	130506237	130506806	[130506237, 130506532]
4975	chr7	EZH2	-	148807382	148807706	[148807389]
4976	chr7	LUC7L2	+	139422162	139423454	[139423162, 139423452, 139423283]
4977	chr7	URGCP	-	43875912	43879260	[43875916]
4978	chr7	PARP12	-	140023748	140024885	[140023759]
4979	chr7	IMPDH1	-	128392276	128393028	[128392280]
4980	chr7	HDAC9	+	18654762	18668843	[18668836, 18668694]
4981	chr7	HDAC9	+	18996022	19002416	[19002388, 19001530]
4982	chr7	AP5Z1	+	4791114	4794397	[4791755, 4794380, 4794256, 4791610]
4983	chr7	GCC1	-	127580627	127583309	[127580634]
4984	chr7	ZNF853	+	6621121	6624290	[6624260]
4985	chr7	STYXL1	-	75996336	76000955	[75996339]
4986	chr7	GPC2	-	100169605	100170483	[100169635]
4987	chr7	ITGB8	+	20409874	20415754	[20415715]
4988	chr7	FMC1-LUC7L2	+	139422162	139423454	[139423162, 139423452, 139423283]
4989	chr7	DENND2A	-	140518419	140518738	[140518432]
4990	chr7	TMED4	-	44577893	44579628	[44577899, 44578311, 44579406, 44579187, 44578965]
4991	chr7	TMED4	-	44579896	44581239	[44579899]
4992	chr7	LIMK1	+	74121138	74122525	[74122406]
4993	chr7	UBE2D4	+	43952649	43956136	[43953539, 43956131]
4994	chr7	UPP1	+	48108217	48108736	[48108402, 48108260]
4995	chr7	RINT1	+	105567118	105567677	[105567649]
4996	chr7	ZNF3	-	100063836	100064912	[100064070]
4997	chr7	ZNF3	-	100069972	100072212	[100070173, 100069983]
4998	chr7	MICALL2	-	1434358	1434672	[1434382]
4999	chr7	BRAT1	-	2537809	2538944	[2537851]
5000	chr7	MOSPD3	+	100615151	100615377	[100615371]
5001	chr7	BAIAP2L1	-	98291649	98293596	[98293262]
5002	chr7	SYPL1	-	106090504	106092669	[106090512, 106090755, 106091710, 106091816]
5003	chr7	POMZP3	-	76609985	76611591	[76609995]
5004	chr7	UBE3C	+	157267584	157269370	[157269357, 157269104, 157268572, 157268921]
5005	chr7	EIF2AK1	-	6022246	6024801	[6023836, 6023564, 6024484, 6023403]
5006	chr7	KLHL7	+	23125760	23126050	[23125893, 23126010]
5007	chr7	KLHL7	+	23174014	23177914	[23175419, 23175298]
5008	chr7	BRI3	+	98291110	98291545	[98291521, 98291295]
5009	chr7	PPP1R9A	+	95290090	95296415	[95290888, 95296347]
5010	chr7	CDK6	-	92604920	92615286	[92605040, 92606807, 92604932, 92612114, 92606641, 92609461, 92605688, 92614468]
5011	chr7	CRCP	+	66152207	66154568	[66152495, 66154556]
5012	chr7	DUS4L	+	107577312	107578523	[107577924, 107578458]
5013	chr7	YWHAG	-	76326798	76330233	[76326800, 76328451, 76327384]
5014	chr7	TCAF1	-	143851374	143857350	[143851378, 143852222, 143852903, 143851898, 143851991, 143853102]
5015	chr7	CPA4	+	130322488	130324180	[130324019]
5016	chr7	ZNF394	-	99493239	99494631	[99493305]
5017	chr7	ZNF282	+	149223811	149226243	[149226214, 149226017]
5018	chr7	ZCWPW1	-	100400871	100401782	[100400873]
5019	chr7	CRPPA	-	16087524	16091799	[16087571, 16090721]
5020	chr7	PRKRIP1	+	102425013	102426666	[102426662, 102425433, 102426540]
5021	chr7	PTN	-	137227340	137228075	[137227443, 137227358]
5022	chr7	RFC2	-	74231501	74232216	[74231664, 74231507]
5023	chr7	IFT56	+	139189320	139191986	[139191943, 139189713]
5024	chr7	VPS50	+	93358316	93361123	[93358912, 93359074]
5025	chr7	KDM7A	-	140084745	140091188	[140084852, 140085003]
5026	chr7	CBLL1	+	107758142	107761667	[107759683, 107761641, 107759516]
5027	chr7	TSPAN33	+	129167772	129169699	[129168815]
5028	chr7	MRPS17	+	55954908	55956500	[55956466, 55956298, 55955270]
5029	chr7	ARMC10	+	103098298	103099759	[103099741]
5030	chr7	VGF	-	101162508	101164863	[101162512]
5031	chr7	SEMA3D	-	84995552	84999865	[84995568, 84998102]
5032	chr7	ANKMY2	-	16599778	16600945	[16599779, 16600025]
5033	chr7	PSMC2	+	103367896	103369395	[103368749, 103368214, 103369391]
5034	chr7	FASTK	-	151076623	151076832	[151076623]
5035	chr7	USP42	+	6156753	6157331	[6156815]
5036	chr7	USP42	+	6159449	6161564	[6161525]
5037	chr7	PHF14	+	11169415	11169618	[11169601]
5038	chr7	GIGYF1	-	100679506	100681993	[100681353, 100679507]
5039	chr7	BET1	-	93993244	93994385	[93994229, 93993266, 93993478]
5040	chr7	GNB2	+	100678694	100679169	[100679168]
5041	chr7	TAF6	-	100107069	100107623	[100107069]
5042	chr7	ZYX	+	143390577	143391111	[143391109]
5043	chr7	C1GALT1	+	7243523	7248616	[7248601, 7244332, 7247309, 7243602]
5044	chr7	PDAP1	-	99394672	99396740	[99394672, 99395966, 99396144]
5045	chr7	AUTS2	+	70789747	70793506	[70792504, 70792906]
5046	chr7	TFPI2	-	93885395	93886896	[93886465, 93886073, 93886549, 93886661]
5047	chr7	TRIM56	+	101087311	101097967	[101095084, 101090619, 101091709, 101096185, 101097937, 101093534, 101097745, 101093080, 101094464]
5048	chr7	VOPP1	-	55470607	55473045	[55470614, 55471007, 55471734]
5049	chr7	HIPK2	-	139561569	139573397	[139569757, 139572628, 139561592, 139565724, 139569950, 139561858, 139566010]
5050	chr7	GLI3	-	41960948	41966641	[41964121, 41961231]
5051	chr7	ADAM22	+	88196470	88202889	[88198516]
5052	chr7	FKBP14	-	30010586	30014893	[30012261, 30010588, 30013294, 30013423, 30013833, 30014750]
5053	chr7	STK17A	+	43624517	43627379	[43625144, 43625353, 43626764]
5054	chr7	DNAAF5	+	785516	786475	[786474, 786345]
5055	chr7	UPK3BL1	-	102637024	102637633	[102637038]
5056	chr7	SNX8	-	2251769	2255169	[2251771, 2255009]
5057	chr7	AASS	-	122073548	122076607	[122073589]
5058	chr7	NT5C3A	-	33014112	33014831	[33014137, 33014509]
5059	chr7	NUB1	+	151377046	151378449	[151378446, 151378174]
5060	chr7	TRIP6	+	100873171	100873454	[100873453]
5061	chr7	C7orf50	-	996986	997804	[996990, 997316]
5062	chr7	C7orf25	-	42909272	42910921	[42909285]
5063	chr7	UBN2	+	139297786	139308236	[139308230, 139307451, 139307329]
5064	chr7	RHEB	-	151466011	151467211	[151466709, 151466028, 151466997]
5065	chr7	COX19	-	964851	969456	[969000, 969364, 966192]
5066	chr7	STARD3NL	+	38228798	38230669	[38230644, 38230292]
5067	chr7	PMS2	-	5970924	5973542	[5970943, 5971144, 5973278]
5068	chr7	DNAJC2	-	103312288	103312643	[103312288, 103312411]
5069	chr7	NUP42	+	23200167	23201006	[23201005, 23200879]
5070	chr7	SERPINE1	+	101137253	101139247	[101138283, 101139246]
5071	chr7	TMEM178B	+	141470535	141480380	[141480373]
5072	chr7	CNOT4	-	135361794	135363186	[135361810]
5073	chr7	ZNHIT1	+	101223936	101224190	[101224174]
5074	chr7	POM121C	-	75416785	75418893	[75416785, 75417474, 75417005]
5075	chr7	SLC25A40	-	87833567	87836361	[87833580, 87833709, 87834780]
5076	chr7	GLCCI1	+	8086192	8089080	[8086980, 8089077]
5077	chr7	CUL1	+	148800501	148801110	[148801109, 148800699]
5078	chr7	TMEM243	-	87196159	87196758	[87196159, 87196494]
5079	chr7	DNAJB6	+	157385540	157386324	[157386109, 157386307]
5080	chr7	DNAJB6	+	157416015	157417439	[157417438]
5081	chr7	SEPTIN7	+	35904253	35907110	[35905305, 35906238, 35906090, 35904545]
5082	chr7	BLVRA	+	43806976	43807342	[43807338, 43807140]
5083	chr7	HILPDA	+	128457200	128458418	[128458416, 128457915]
5084	chr7	ZC3HAV1	-	139043514	139047853	[139043555, 139045918, 139046017, 139046760]
5085	chr7	ZC3HAV1	-	139060339	139061138	[139060350]
5086	chr7	ATXN7L1	-	105604771	105607893	[105605076]
5087	chr7	GTF2IRD2	-	74832557	74832943	[74832684, 74832769]
5088	chr7	PEX1	-	92487024	92487541	[92487035, 92487227]
5089	chr7	PUS7	-	105456500	105457926	[105456560, 105456906, 105457662]
5090	chr7	RSBN1L	+	77778529	77783022	[77782962, 77781965, 77782856]
5091	chr7	SKAP2	-	26667067	26670192	[26668686, 26667095]
5092	chr7	SEMA3C	-	80742537	80745307	[80742540, 80744453, 80742791]
5093	chr7	ADCK2	+	140694662	140695110	[140695109]
5094	chr7	ZNF273	+	64923365	64924433	[64924416]
5095	chr7	POT1	-	124822385	124824074	[124823698, 124823490, 124823367]
5096	chr7	LMBR1	-	156677790	156684163	[156680885, 156682498, 156681520, 156677896, 156681628, 156682892, 156683316]
5097	chr7	POLR2J	-	102473127	102474535	[102473462, 102473208]
5098	chr7	NIPSNAP2	+	55999007	56000179	[56000178]
5099	chr7	AHR	+	17342920	17346147	[17345766, 17346143, 17345540]
5100	chr7	PSPH	-	56011063	56011869	[56011063]
5101	chr7	REPIN1	+	150371227	150374039	[150374027]
5102	chr7	EPHB4	-	100802564	100803590	[100802568, 100802778]
5103	chr7	SPMIP4	-	25134691	25136793	[25135744]
5104	chr7	PHTF2	+	77940029	77940459	[77940376]
5105	chr7	PHTF2	+	77954857	77957504	[77957383, 77957225, 77957045]
5106	chr7	COPS6	+	100091648	100092187	[100092186, 100092026, 100091908]
5107	chr7	IGFBP3	-	45912244	45914945	[45912329, 45912929, 45912248, 45912680, 45913184]
5108	chr7	PON2	-	95404861	95405488	[95404866, 95404985, 95405124]
5109	chr7	ZSCAN25	+	99629190	99632408	[99632335, 99632209]
5110	chr7	LAMB1	-	107923798	107924087	[107923821]
5111	chr7	MET	+	116795886	116798377	[116798361, 116798206, 116797960]
5112	chr7	GGCT	-	30496620	30497235	[30496625]
5113	chr7	CLDN12	+	90412643	90415954	[90415951, 90415775]
5114	chr7	THAP5	-	108562131	108565105	[108562266, 108562426, 108563933]
5115	chr7	ZNF786	-	149069640	149072473	[149069991]
5116	chr7	KCTD7	+	66638855	66643229	[66643045, 66642123]
5117	chr7	CHCHD3	-	132784869	132785660	[132784870]
5118	chr7	NOD1	-	30424526	30425710	[30424529]
5119	chr7	FMC1	+	139345500	139346328	[139345795]
5120	chr7	STEAP1	+	90164476	90164827	[90164661, 90164760]
5121	chr7	PALS2	+	24687437	24694193	[24687864, 24687689, 24689445, 24693649]
5122	chr7	TTYH3	+	2661667	2664802	[2664801, 2664488]
5123	chr7	NPY	+	24291662	24291862	[24291756]
5124	chr7	DNAJC30	-	73680917	73683453	[73682275, 73682371]
5125	chr7	HNRNPA2B1	-	26189926	26192577	[26189949, 26190119, 26191847, 26191061, 26190949, 26192241]
5126	chr7	IFT22	-	101310913	101315282	[101311176, 101314767, 101314993, 101311899]
5127	chr7	MKLN1	+	131487606	131496632	[131495517, 131492718, 131496627, 131496472]
5128	chr7	CAPZA2	+	116917726	116922049	[116918646, 116919138, 116919295, 116918548, 116918363, 116918919]
5129	chr7	NCAPG2	-	158631168	158631717	[158631314]
5130	chr7	DPY19L1	-	34928880	34931729	[34928888, 34929156, 34931431]
5131	chr7	SGCE	-	94584979	94585515	[94585236]
5132	chr7	BUD31	+	99419390	99419616	[99419615]
5133	chr7	TRIM4	-	99890402	99892746	[99890932, 99890408]
5134	chr7	ZNF655	+	99563862	99564705	[99564686]
5135	chr7	ZNF655	+	99572244	99576453	[99575529, 99576442]
5136	chr7	SMO	+	129212023	129213545	[129213532]
5137	chr22	THOC5	-	29505878	29508520	[29508183, 29508367, 29505893]
5138	chr22	ADORA2A	+	24440582	24442357	[24442349]
5139	chr22	AP1B1	-	29327679	29328895	[29327812, 29327709]
5140	chr22	PACSIN2	-	42869765	42871469	[42869777]
5141	chr22	RPL3	-	39312881	39312984	[39312885]
5142	chr22	DRG1	+	31433871	31434452	[31434186, 31434296]
5143	chr22	ANKRD54	-	37830854	37832017	[37830861, 37830952]
5144	chr22	KLHL22	-	20441518	20442438	[20441536]
5145	chr22	ZNRF3	+	29053578	29057488	[29053982]
5146	chr22	ARFGAP3	-	42796501	42797605	[42796529, 42796855, 42796651]
5147	chr22	CCDC134	+	41825697	41832164	[41832148, 41831897]
5148	chr22	TMA7B	+	39963919	39964905	[39964826]
5149	chr22	TANGO2	+	20063337	20067164	[20065925]
5150	chr22	DUSP18	-	30652050	30664080	[30661470]
5151	chr22	SCO2	-	50523567	50524424	[50523569]
5152	chr22	CIMAP1B	-	50530425	50530560	[50530426]
5153	chr22	SRRD	+	26491462	26494658	[26492145, 26491898]
5154	chr22	JOSD1	-	38685542	38688001	[38685607, 38685743]
5155	chr22	CCDC117	+	28786088	28789301	[28789290, 28786651]
5156	chr22	SNRPD3	+	24571915	24574971	[24574959, 24572169, 24572595]
5157	chr22	CENPM	-	41938736	41943701	[41938737]
5158	chr22	PRR14L	-	31681346	31685803	[31681348, 31684723, 31684867]
5159	chr22	SFI1	+	31618313	31618588	[31618587]
5160	chr22	BRD1	-	49773277	49774416	[49773305]
5161	chr22	H1-0	+	37805228	37807432	[37807324]
5162	chr22	MYH9	-	36281279	36282785	[36281356, 36281631]
5163	chr22	TNFRSF13C	-	41922031	41925554	[41922043]
5164	chr22	PDGFB	-	39223358	39225847	[39223699]
5165	chr22	CRKL	+	20949710	20953747	[20953738, 20953464]
5166	chr22	MIEF1	+	39513516	39518132	[39518110, 39516688, 39515782, 39516165, 39517260]
5167	chr22	FAM118A	+	45340385	45341955	[45341937]
5168	chr22	CRELD2	+	49927254	49927537	[49927536]
5169	chr22	CYB5R3	-	42617839	42619945	[42618812]
